六碼郵遞區號,電腦局號,郵務局號,局名,電腦局名,郵務電話,儲匯電話,郵務傳真,縣市,鄉鎮市區,地址,經度,緯度,平常日提供服務,平常日延時提供服務,週六提供服務,週日提供服務,週一 郵務,週二 郵務,週三 郵務,週四 郵務,週五 郵務,週一 儲匯,週二 儲匯,週三 儲匯,週四 儲匯,週五 儲匯,週六,週日,提供郵務業務延時服務郵局 週一至週五,提供郵務及儲匯業務延時服務郵局 週一至週五,營業時間備註,郵遞區號
625008,005145-4,600045,布袋新塭郵局,嘉義45支,(05)343-2646,(05)343-2646,(05)343-1014,嘉義縣,布袋鎮,復興里新塭24-17號,120.162093,23.324429,○,,,,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30,08:00-12:00 13:00-16:30, , ,,,,62548
611001,005146-8,600046,鹿草郵局,嘉義46支,(05)375-2007,(05)375-2007,(05)375-0684,嘉義縣,鹿草鄉,西井村長壽路222號,120.308105,23.411087,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,61146
613003,005147-1,600047,朴子郵局,嘉義47支,(05)379-2130,(05)379-2130,(05)370-2404,嘉義縣,朴子市,光復路46號,120.246304,23.466178,○,○,○,,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,09:00-12:00 , ,,○,,61345
613004,005148-5,600048,朴子海通路郵局,嘉義48支,(05)379-6291,(05)379-6291,(05)370-2484,嘉義縣,朴子市,永和里4-2號,120.250569,23.44292,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00, , ,,,自112年8月1日起，營業時間調整為8時30分至12時30分，13時30分至17時(12時30分至13時30分停止營業)。<br>,61347
614007,005149-9,600049,東石郵局,嘉義49支,(05)373-2224,(05)373-2224,(05)373-0004,嘉義縣,東石鄉,東石村13鄰東石34號,120.15049,23.45584,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00, , ,,,自112年8月1日起，營業時間調整為8時30分至12時30分，13時30分至17時(12時30分至13時30分停止營業)。<br>,61441
613016,005150-1,600050,朴子祥和郵局,嘉義50支,(05)362-0051,(05)362-0051,(05)362-0334,嘉義縣,朴子市,祥和二路西段6號,120.289781,23.458081,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,61363
622002,005151-4,600051,大林郵局,嘉義51支,(05)265-2107,(05)265-2107,(05)265-0100,嘉義縣,大林鎮,平和街28-1號,120.456645,23.60235,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,62242
604007,005152-8,600052,竹崎灣橋郵局,嘉義52支,(05)279-0279,(05)279-0790,(05)279-0858,嘉義縣,竹崎鄉,灣橋村五間厝3-1號,120.50201,23.492735,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00, , ,,,,60441
600057,005153-1,600053,嘉義保安郵局,嘉義53支,(05)231-3810,(05)231-3810,(05)231-4350,嘉義市,西區,保安一路241號,120.434953,23.492937,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00, , ,,,,60083
623014,005154-5,600054,溪口郵局,嘉義54支,(05)269-1132,(05)269-1132,(05)269-5800,嘉義縣,溪口鄉,中正路131號,120.395627,23.603817,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,62341
622002,005155-9,600055,大林中山路郵局,嘉義55支,(05)265-2714,(05)265-2714,(05)265-0535,嘉義縣,大林鎮,中山路232號,120.45613,23.606026,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00, , ,,,,62242
300191,006100-4,300000,新竹武昌街郵局,新竹901支,(03)521-5984,(03)525-0760,(03)523-0244,新竹市,東區,北大路95號1樓,120.970798,24.811364,○,○,○,,08:30-19:00 ,08:30-19:00 ,08:30-19:00 ,08:30-19:00 ,08:30-19:00 ,08:30-19:00 ,08:30-19:00 ,08:30-19:00 ,08:30-19:00 ,08:30-19:00 ,09:00-12:00 , ,,○,,30041
300027,006101-8,300001,新竹東門郵局,新竹1支,(03)522-9044,(03)522-9044,(03)525-2761,新竹市,東區,東門街51號,120.973037,24.804271,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30041
300044,006102-1,300002,清華大學郵局,新竹2支,(03)571-7086,(03)571-7086,(03)572-0984,新竹市,東區,光復路2段101號(清華大學第4綜合大樓),120.996944,24.796388,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30071
300195,006103-5,300003,新竹龍山西路郵局,新竹3支,(03)533-0441,(03)533-0441,(03)532-0244,新竹市,東區,龍山西路99號,121.008549,24.791084,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00, , ,,,,30059
300011,006104-9,300004,新竹光華街郵局,新竹4支,(03)533-0945,(03)533-0945,(03)533-0949,新竹市,北區,光華北街87號,120.971214,24.816773,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30053
300112,006105-2,300005,新竹內湖路郵局,新竹5支,(03)537-4709,(03)537-4709,(03)537-4704,新竹市,香山區,內湖路68號,120.905629,24.743791,○,,,,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 , , ,,,,30094
300024,006106-6,300006,新竹英明街郵局,新竹6支,(03)523-8365,(03)523-8365,(03)525-2840,新竹市,北區,英明街10號,120.9675169,24.8066524,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30042
300049,006107-0,300007,新竹關東橋郵局,新竹7支,(03)577-2024,(03)577-2024,(03)578-5054,新竹市,東區,光復路1段313號,121.0188339,24.7827269,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,30074
300077,006108-3,300008,新竹樹林頭郵局,新竹8支,(03)531-0204,(03)531-0204,(03)533-3804,新竹市,北區,東大路2段449號,120.960615,24.820529,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30054
300193,006109-7,300009,新竹學府路郵局,新竹9支,(03)571-8304,(03)571-8304,(03)572-0994,新竹市,東區,學府路128號,120.98467189999998,24.796939499999997,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30068
300076,006110-9,300010,新竹西門郵局,新竹10支,(03)522-6574,(03)522-6574,(03)525-2940,新竹市,北區,北大路471號,120.960385,24.801972999999997,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30044
300060,006111-2,300011,新竹牛埔郵局,新竹11支,(03)538-0214,(03)538-0214,(03)530-7554,新竹市,香山區,牛埔南路42號,120.941897,24.794566,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30091
308001,006113-0,300013,寶山郵局,新竹13支,(03)520-2268,(03)520-2268,(03)520-4900,新竹縣,寶山鄉,雙園路2段349號,120.990173,24.765119,○,,,,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 ,08:30-16:30 , , ,,,,30841
300015,006114-3,300014,新竹文雅郵局,新竹14支,(03)542-5157,(03)542-5157,(03)542-5138,新竹市,北區,竹光路218號,120.956639,24.811354,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30048
300081,006115-7,300015,新竹西大路郵局,新竹15支,(03)524-3634,(03)524-3634,(03)525-3049,新竹市,東區,南大路428號,120.968672,24.797185,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30061
300191,006116-1,300016,新竹民主路郵局,新竹16支,(03)532-5070,(03)532-5070,(03)533-3834,新竹市,東區,民主路18號,120.981205,24.808986,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30050
300041,006117-4,300017,新竹東園郵局,新竹17支,(03)526-3320,(03)526-3320,(03)525-3240,新竹市,東區,忠孝路434巷3號,120.983,24.802936,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30069
300064,006118-8,300018,新竹南寮郵局,新竹18支,(03)536-2225,(03)536-2225,(03)536-4194,新竹市,北區,西濱路1段480號,120.933613,24.841662,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30058
300091,006119-1,300019,新竹科學園郵局,新竹19支,(03)578-3898,(03)577-2944,(03)578-5064,新竹市,東區,科學園區工業東二路2-1號,121.004662,24.780012,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30075
300109,006120-3,300020,新竹三姓橋郵局,新竹20支,(03)538-3031,(03)538-3031,(03)530-7564,新竹市,香山區,中華路5段53號,120.927709,24.787811,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30094
300035,006121-7,300021,新竹南大路郵局,新竹21支,(03)525-7104,(03)525-7104,(03)525-3241,新竹市,東區,南大路621號,120.96728,24.787945,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30063
300007,006122-1,300022,新竹民生路郵局,新竹22支,(03)532-0020,(03)532-0020,(03)533-3924,新竹市,東區,民生路243號,120.97523,24.812369,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30043
300016,006123-4,300023,新竹經國路郵局,新竹23支,(03)533-5063,(03)533-5063,(03)533-3964,新竹市,北區,經國路2段56號1樓,120.9655962,24.8128819,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30051
300043,006124-8,300024,新竹建中郵局,新竹24支,(03)572-0704,(03)572-0704,(03)572-1024,新竹市,東區,建中一路8號,120.994176,24.800762,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30070
300093,006125-1,300025,新竹陽明交大郵局,新竹25支,(03)572-1274,(03)572-1274,(03)572-1034,新竹市,東區,大學路1001號(陽明交通大學中正堂),120.997314,24.784427,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30010
300015,006126-5,300026,新竹南勢郵局,新竹26支,(03)525-9463,(03)525-9463,(03)525-3251,新竹市,北區,竹光路500號,120.95105,24.805465,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30048
305045,006127-9,300027,新埔郵局,新竹27支,(03)588-2134,(03)588-2134,(03)588-6490,新竹縣,新埔鎮,中正路210號,121.082718,24.827126,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,30545
305045,006128-2,300028,新埔中正郵局,新竹28支,(03)588-2644,(03)588-2644,(03)588-7296,新竹縣,新埔鎮,中正路411號,121.075717,24.827904,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00, , ,,,,30545
302052,006129-6,300029,竹北嘉豐郵局,新竹29支,(03)550-9603,(03)550-9603,(03)550-9861,新竹縣,竹北市,福興東路二段138號,121.028283,24.814636,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30264
306001,006130-8,300030,關西郵局,新竹30支,(03)587-2147,(03)587-2147,(03)587-4147,新竹縣,關西鎮,正義路86號,121.176073,24.793491,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,30641
300096,006132-5,300032,寶山大崎郵局,新竹32支,(03)563-8152,(03)563-8152,(03)563-8153,新竹縣,寶山鄉,大崎村園區三路103號,120.999295,24.778967,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30077
302011,006133-9,300033,竹北郵局,新竹33支,(03)555-2207,(03)555-2207,(03)555-3244,新竹縣,竹北市,中正西路60號,121.003117,24.839851,○,○,○,,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,09:00-12:00 , ,,○,,30284
302001,006134-2,300034,竹北中山郵局,新竹34支,(03)552-9137,(03)552-9137,(03)551-9387,新竹縣,竹北市,中正東路42號,121.018745,24.835457,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30241
302045,006135-6,300035,竹北博愛郵局,新竹35支,(03)551-5848,(03)551-5848,(03)551-9388,新竹縣,竹北市,博愛街390號,121.008937,24.836782,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30265
302058,006136-0,300036,竹北六家郵局,新竹36支,(03)550-2090,(03)550-2090,(03)550-3440,新竹縣,竹北市,嘉興路457號,121.03243,24.822042,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30264
302099,006137-3,300037,竹北光明郵局,新竹37支,(03)551-4198,(03)551-4198,(03)551-9389,新竹縣,竹北市,縣政九路138號,121.010868,24.828799,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30251
303032,006138-7,300038,湖口郵局,新竹38支,(03)599-2036,(03)590-5814,(03)599-0489,新竹縣,湖口鄉,忠孝路26號,121.046253,24.900663,○,○,○,,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,09:00-12:00 , ,,○,,30342
304108,006140-2,300040,新豐郵局,新竹40支,(03)559-3544,(03)559-3544,(03)559-4644,新竹縣,新豐鄉,振興街12號,120.986709,24.903325,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30441
300110,006141-6,300041,中華大學郵局,新竹41支,(03)537-7034,(03)537-7034,(03)537-7167,新竹市,香山區,五褔路2段707號(中華大學行政大樓3樓),120.953557,24.759634,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30, , ,,,配合中華大學寒假期間彈性休假，113年1月26日、2月2日、2月7日及2月17日停止營業4天。<br>,30012
303102,006142-0,300042,湖口鳳凰郵局,新竹42支,(03)598-2403,(03)598-2403,(03)598-3534,新竹縣,湖口鄉,勝利路2段90-1號,121.026354,24.862871,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30350
304033,006143-3,300043,新豐山崎郵局,新竹43支,(03)559-3914,(03)559-3914,(03)559-4244,新竹縣,新豐鄉,泰安街26號,120.994236,24.869986,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,30443
303106,006144-7,300044,湖口新工郵局,新竹44支,(03)598-1274,(03)598-1274,(03)598-3544,新竹縣,湖口鄉,大勇路6號,121.01461,24.870851,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,30353
302050,006145-1,300045,竹北成功郵局,新竹45支,(03)667-0881,(03)667-0881,(03)667-0882,新竹縣,竹北市,成功八路166、168號,121.0183,24.817597,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30264
303119,006146-4,300046,湖口德盛郵局,新竹46支,(03)590-0094,(03)590-0094,(03)590-0084,新竹縣,湖口鄉,成功路100號,121.043452,24.905357,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30344
310007,006147-8,300047,竹東郵局,新竹47支,(03)596-2892,(03)596-1251,(03)595-6144,新竹縣,竹東鎮,東林路128號,121.092741,24.736831,○,○,○,,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,09:00-12:00 , ,,○,,31047
307002,006148-1,300048,芎林郵局,新竹48支,(03)592-2849,(03)592-2849,(03)592-3449,新竹縣,芎林鄉,文衡路426號,121.083714,24.772453,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,30742
312002,006149-5,300049,橫山郵局,新竹49支,(03)593-2951,(03)593-2951,(03)593-1114,新竹縣,橫山鄉,新興村新興街137號,121.140182,24.717884,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00, , ,,,,31242
312003,006150-7,300050,橫山內灣郵局,新竹50支,(03)584-9174,(03)584-9174,(03)584-9274,新竹縣,橫山鄉,內灣村中正路311號,121.183378,24.703602,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30, , ,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30, , ,08:30-12:30 13:00-16:30, , ,,,自本(108)年4月22日起，營業日調整為每週一、二、五。<br>,31243
311201,006151-1,300051,五峰郵局,新竹51支,(03)585-1103,(03)585-1103,(03)585-1044,新竹縣,五峰鄉,大隘村6鄰五峰95號,121.1195,24.631705,○,,,,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30, , ,,,,31141
310006,006152-4,300052,竹東下公館郵局,新竹52支,(03)596-5516,(03)596-5516,(03)595-7144,新竹縣,竹東鎮,東寧路1段77號,121.095283,24.723895,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,31046
313001,006153-8,300053,尖石郵局,新竹53支,(03)584-1274,(03)584-1274,(03)584-2274,新竹縣,尖石鄉,嘉樂村2鄰麥樹仁46號,121.201704,24.705602,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30, , ,,,,31341
310016,006154-1,300054,竹東二重埔郵局,新竹54支,(03)582-1136,(03)582-1136,(03)582-1144,新竹縣,竹東鎮,中興路3段97號,121.056772,24.766308,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,31054
310007,006155-5,300055,竹東長春郵局,新竹55支,(03)595-6993,(03)595-6993,(03)596-9144,新竹縣,竹東鎮,長春路2段60號,121.088248,24.738254,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,31047
310401,006156-9,300056,竹東工研院郵局,新竹56支,(03)591-6084,(03)591-6084,(03)582-0544,新竹縣,竹東鎮,中興路4段195號(工研院中興院區內),121.047544,24.77428,○,,,,09:00-17:00 ,09:00-17:00 ,09:00-17:00 ,09:00-17:00 ,09:00-17:00 ,09:00-17:00 ,09:00-17:00 ,09:00-17:00 ,09:00-17:00 ,09:00-17:00 , , ,,,,31057
